date,population,state,active,date_us,attribute,value
28/09/2021 0:00,5115451,Queensland,19,28/09/2021,vaccines_2,1875299
28/09/2021 0:00,428060,Australian Capital Territory,243,28/09/2021,vaccines_1,304728
28/09/2021 0:00,428060,Australian Capital Territory,243,28/09/2021,vaccines_2,214112
28/09/2021 0:00,6629870,Victoria,9258,28/09/2021,vaccines_1,4255102
28/09/2021 0:00,6629870,Victoria,9258,28/09/2021,vaccines_2,2618140
28/09/2021 0:00,8117976,New South Wales,57388,28/09/2021,vaccines_1,5660515
28/09/2021 0:00,8117976,New South Wales,57388,28/09/2021,vaccines_2,4048903
28/09/2021 0:00,25459470,NA,66925,28/09/2021,vaccines_1,15642035
28/09/2021 0:00,25459470,NA,66925,28/09/2021,vaccines_2,10760079
27/09/2021 0:00,535500,Tasmania,1,27/09/2021,vaccines_1,329714
27/09/2021 0:00,535500,Tasmania,1,27/09/2021,vaccines_2,249341
27/09/2021 0:00,1756494,South Australia,3,27/09/2021,vaccines_1,952678
27/09/2021 0:00,1756494,South Australia,3,27/09/2021,vaccines_2,689020
27/09/2021 0:00,245562,Northern Territory,5,27/09/2021,vaccines_1,124218
27/09/2021 0:00,245562,Northern Territory,5,27/09/2021,vaccines_2,97369
27/09/2021 0:00,2630557,Western Australia,7,27/09/2021,vaccines_1,1344082
27/09/2021 0:00,2630557,Western Australia,7,27/09/2021,vaccines_2,952862
27/09/2021 0:00,5115451,Queensland,18,27/09/2021,vaccines_1,2636357
27/09/2021 0:00,5115451,Queensland,18,27/09/2021,vaccines_2,1856242
27/09/2021 0:00,428060,Australian Capital Territory,255,27/09/2021,vaccines_1,301468
27/09/2021 0:00,428060,Australian Capital Territory,255,27/09/2021,vaccines_2,211484
27/09/2021 0:00,6629870,Victoria,8535,27/09/2021,vaccines_1,4213151
27/09/2021 0:00,6629870,Victoria,8535,27/09/2021,vaccines_2,2580283
27/09/2021 0:00,8117976,New South Wales,56543,27/09/2021,vaccines_1,5626658
27/09/2021 0:00,8117976,New South Wales,56543,27/09/2021,vaccines_2,3968843
27/09/2021 0:00,25459470,NA,65367,27/09/2021,vaccines_1,15528326
27/09/2021 0:00,25459470,NA,65367,27/09/2021,vaccines_2,10605444
26/09/2021 0:00,535500,Tasmania,1,26/09/2021,vaccines_1,328598
26/09/2021 0:00,535500,Tasmania,1,26/09/2021,vaccines_2,248072
26/09/2021 0:00,245562,Northern Territory,4,26/09/2021,vaccines_1,123957
26/09/2021 0:00,245562,Northern Territory,4,26/09/2021,vaccines_2,97036
26/09/2021 0:00,1756494,South Australia,5,26/09/2021,vaccines_1,949149
26/09/2021 0:00,1756494,South Australia,5,26/09/2021,vaccines_2,684822
26/09/2021 0:00,2630557,Western Australia,6,26/09/2021,vaccines_1,1339665
26/09/2021 0:00,2630557,Western Australia,6,26/09/2021,vaccines_2,947074
26/09/2021 0:00,5115451,Queensland,25,26/09/2021,vaccines_1,2623094
26/09/2021 0:00,5115451,Queensland,25,26/09/2021,vaccines_2,1845627
26/09/2021 0:00,428060,Australian Capital Territory,240,26/09/2021,vaccines_1,298711
26/09/2021 0:00,428060,Australian Capital Territory,240,26/09/2021,vaccines_2,209829
26/09/2021 0:00,6629870,Victoria,8017,26/09/2021,vaccines_1,4188383
26/09/2021 0:00,6629870,Victoria,8017,26/09/2021,vaccines_2,2561754
26/09/2021 0:00,8117976,New South Wales,55777,26/09/2021,vaccines_1,5614448
26/09/2021 0:00,8117976,New South Wales,55777,26/09/2021,vaccines_2,3943347
26/09/2021 0:00,25459470,NA,64075,26/09/2021,vaccines_1,15466005
26/09/2021 0:00,25459470,NA,64075,26/09/2021,vaccines_2,10537561
25/09/2021 0:00,535500,Tasmania,1,25/09/2021,vaccines_1,326902
25/09/2021 0:00,535500,Tasmania,1,25/09/2021,vaccines_2,245313
25/09/2021 0:00,245562,Northern Territory,4,25/09/2021,vaccines_1,123675
25/09/2021 0:00,245562,Northern Territory,4,25/09/2021,vaccines_2,96539
25/09/2021 0:00,1756494,South Australia,4,25/09/2021,vaccines_1,944538
25/09/2021 0:00,1756494,South Australia,4,25/09/2021,vaccines_2,679086
25/09/2021 0:00,2630557,Western Australia,6,25/09/2021,vaccines_1,1332972
25/09/2021 0:00,2630557,Western Australia,6,25/09/2021,vaccines_2,940645
25/09/2021 0:00,5115451,Queensland,25,25/09/2021,vaccines_1,2606865
25/09/2021 0:00,5115451,Queensland,25,25/09/2021,vaccines_2,1830403
25/09/2021 0:00,428060,Australian Capital Territory,233,25/09/2021,vaccines_1,295636
25/09/2021 0:00,428060,Australian Capital Territory,233,25/09/2021,vaccines_2,207427
25/09/2021 0:00,6629870,Victoria,7608,25/09/2021,vaccines_1,4158958
25/09/2021 0:00,6629870,Victoria,7608,25/09/2021,vaccines_2,2538987
25/09/2021 0:00,8117976,New South Wales,54838,25/09/2021,vaccines_1,5592648
25/09/2021 0:00,8117976,New South Wales,54838,25/09/2021,vaccines_2,3889864
25/09/2021 0:00,25459470,NA,62719,25/09/2021,vaccines_1,15382194
25/09/2021 0:00,25459470,NA,62719,25/09/2021,vaccines_2,10428264
24/09/2021 0:00,535500,Tasmania,1,24/09/2021,vaccines_1,324465
24/09/2021 0:00,535500,Tasmania,1,24/09/2021,vaccines_2,242664
24/09/2021 0:00,245562,Northern Territory,4,24/09/2021,vaccines_1,122879
24/09/2021 0:00,245562,Northern Territory,4,24/09/2021,vaccines_2,95206
24/09/2021 0:00,1756494,South Australia,6,24/09/2021,vaccines_1,937081
24/09/2021 0:00,1756494,South Australia,6,24/09/2021,vaccines_2,670227
24/09/2021 0:00,2630557,Western Australia,6,24/09/2021,vaccines_1,1321180
24/09/2021 0:00,2630557,Western Australia,6,24/09/2021,vaccines_2,928675
24/09/2021 0:00,5115451,Queensland,28,24/09/2021,vaccines_1,2582881
24/09/2021 0:00,5115451,Queensland,28,24/09/2021,vaccines_2,1807911
24/09/2021 0:00,428060,Australian Capital Territory,213,24/09/2021,vaccines_1,292512
24/09/2021 0:00,428060,Australian Capital Territory,213,24/09/2021,vaccines_2,204553
24/09/2021 0:00,6629870,Victoria,7157,24/09/2021,vaccines_1,4126606
24/09/2021 0:00,6629870,Victoria,7157,24/09/2021,vaccines_2,2518495
24/09/2021 0:00,8117976,New South Wales,53854,24/09/2021,vaccines_1,5558500
24/09/2021 0:00,8117976,New South Wales,53854,24/09/2021,vaccines_2,3796695
24/09/2021 0:00,25459470,NA,61269,24/09/2021,vaccines_1,15266104
24/09/2021 0:00,25459470,NA,61269,24/09/2021,vaccines_2,10264426
23/09/2021 0:00,535500,Tasmania,1,23/09/2021,vaccines_1,321646
23/09/2021 0:00,535500,Tasmania,1,23/09/2021,vaccines_2,239839
23/09/2021 0:00,245562,Northern Territory,4,23/09/2021,vaccines_1,122032
23/09/2021 0:00,245562,Northern Territory,4,23/09/2021,vaccines_2,94027
23/09/2021 0:00,2630557,Western Australia,5,23/09/2021,vaccines_1,1307959
23/09/2021 0:00,2630557,Western Australia,5,23/09/2021,vaccines_2,917027
23/09/2021 0:00,1756494,South Australia,6,23/09/2021,vaccines_1,928746
23/09/2021 0:00,1756494,South Australia,6,23/09/2021,vaccines_2,661437
23/09/2021 0:00,5115451,Queensland,30,23/09/2021,vaccines_1,2555509
23/09/2021 0:00,5115451,Queensland,30,23/09/2021,vaccines_2,1783106
23/09/2021 0:00,428060,Australian Capital Territory,211,23/09/2021,vaccines_1,288748
23/09/2021 0:00,428060,Australian Capital Territory,211,23/09/2021,vaccines_2,202012
23/09/2021 0:00,6629870,Victoria,6663,23/09/2021,vaccines_1,4075426
23/09/2021 0:00,6629870,Victoria,6663,23/09/2021,vaccines_2,2479999
23/09/2021 0:00,8117976,New South Wales,52839,23/09/2021,vaccines_1,5522265
23/09/2021 0:00,8117976,New South Wales,52839,23/09/2021,vaccines_2,3718288
23/09/2021 0:00,25459470,NA,59759,23/09/2021,vaccines_1,15122331
23/09/2021 0:00,25459470,NA,59759,23/09/2021,vaccines_2,10095735
22/09/2021 0:00,535500,Tasmania,1,22/09/2021,vaccines_1,318739
22/09/2021 0:00,535500,Tasmania,1,22/09/2021,vaccines_2,235761
22/09/2021 0:00,245562,Northern Territory,4,22/09/2021,vaccines_1,121175
22/09/2021 0:00,245562,Northern Territory,4,22/09/2021,vaccines_2,92836
22/09/2021 0:00,2630557,Western Australia,5,22/09/2021,vaccines_1,1294751
22/09/2021 0:00,2630557,Western Australia,5,22/09/2021,vaccines_2,906118
22/09/2021 0:00,1756494,South Australia,7,22/09/2021,vaccines_1,920025
22/09/2021 0:00,1756494,South Australia,7,22/09/2021,vaccines_2,652406
22/09/2021 0:00,5115451,Queensland,29,22/09/2021,vaccines_1,2530665
22/09/2021 0:00,5115451,Queensland,29,22/09/2021,vaccines_2,1759460
22/09/2021 0:00,428060,Australian Capital Territory,222,22/09/2021,vaccines_1,285541
22/09/2021 0:00,428060,Australian Capital Territory,222,22/09/2021,vaccines_2,199429
22/09/2021 0:00,6629870,Victoria,6220,22/09/2021,vaccines_1,4025171
22/09/2021 0:00,6629870,Victoria,6220,22/09/2021,vaccines_2,2446549
22/09/2021 0:00,8117976,New South Wales,51802,22/09/2021,vaccines_1,5486424
22/09/2021 0:00,8117976,New South Wales,51802,22/09/2021,vaccines_2,3640998
22/09/2021 0:00,25459470,NA,58290,22/09/2021,vaccines_1,14982491
22/09/2021 0:00,25459470,NA,58290,22/09/2021,vaccines_2,9933557
21/09/2021 0:00,535500,Tasmania,1,21/09/2021,vaccines_1,316641
21/09/2021 0:00,535500,Tasmania,1,21/09/2021,vaccines_2,232756
21/09/2021 0:00,245562,Northern Territory,3,21/09/2021,vaccines_1,120472
21/09/2021 0:00,245562,Northern Territory,3,21/09/2021,vaccines_2,91863
21/09/2021 0:00,2630557,Western Australia,5,21/09/2021,vaccines_1,1281477
21/09/2021 0:00,2630557,Western Australia,5,21/09/2021,vaccines_2,895176
21/09/2021 0:00,1756494,South Australia,7,21/09/2021,vaccines_1,911811
21/09/2021 0:00,1756494,South Australia,7,21/09/2021,vaccines_2,643744
21/09/2021 0:00,5115451,Queensland,28,21/09/2021,vaccines_1,2508326
21/09/2021 0:00,5115451,Queensland,28,21/09/2021,vaccines_2,1737773
21/09/2021 0:00,428060,Australian Capital Territory,227,21/09/2021,vaccines_1,282371
21/09/2021 0:00,428060,Australian Capital Territory,227,21/09/2021,vaccines_2,195884
21/09/2021 0:00,6629870,Victoria,5997,21/09/2021,vaccines_1,3975119
21/09/2021 0:00,6629870,Victoria,5997,21/09/2021,vaccines_2,2415031
21/09/2021 0:00,8117976,New South Wales,50786,21/09/2021,vaccines_1,5450534
21/09/2021 0:00,8117976,New South Wales,50786,21/09/2021,vaccines_2,3558711
21/09/2021 0:00,25459470,NA,57054,21/09/2021,vaccines_1,14846751
21/09/2021 0:00,25459470,NA,57054,21/09/2021,vaccines_2,9770938
20/09/2021 0:00,535500,Tasmania,1,20/09/2021,vaccines_1,314651
20/09/2021 0:00,535500,Tasmania,1,20/09/2021,vaccines_2,229653
20/09/2021 0:00,245562,Northern Territory,3,20/09/2021,vaccines_1,119889
20/09/2021 0:00,245562,Northern Territory,3,20/09/2021,vaccines_2,91095
20/09/2021 0:00,2630557,Western Australia,6,20/09/2021,vaccines_1,1270730
20/09/2021 0:00,2630557,Western Australia,6,20/09/2021,vaccines_2,884704
20/09/2021 0:00,1756494,South Australia,7,20/09/2021,vaccines_1,904817
20/09/2021 0:00,1756494,South Australia,7,20/09/2021,vaccines_2,635708
20/09/2021 0:00,5115451,Queensland,28,20/09/2021,vaccines_1,2480754
20/09/2021 0:00,5115451,Queensland,28,20/09/2021,vaccines_2,1717554
20/09/2021 0:00,428060,Australian Capital Territory,224,20/09/2021,vaccines_1,279200
20/09/2021 0:00,428060,Australian Capital Territory,224,20/09/2021,vaccines_2,193675
20/09/2021 0:00,6629870,Victoria,5672,20/09/2021,vaccines_1,3926346
20/09/2021 0:00,6629870,Victoria,5672,20/09/2021,vaccines_2,2384858
20/09/2021 0:00,8117976,New South Wales,49792,20/09/2021,vaccines_1,5413928
20/09/2021 0:00,8117976,New South Wales,49792,20/09/2021,vaccines_2,3482945
20/09/2021 0:00,25459470,NA,55733,20/09/2021,vaccines_1,14710315
20/09/2021 0:00,25459470,NA,55733,20/09/2021,vaccines_2,9620192
19/09/2021 0:00,245562,Northern Territory,1,19/09/2021,vaccines_1,119513
19/09/2021 0:00,245562,Northern Territory,1,19/09/2021,vaccines_2,90632
19/09/2021 0:00,535500,Tasmania,1,19/09/2021,vaccines_1,313434
19/09/2021 0:00,535500,Tasmania,1,19/09/2021,vaccines_2,227927
19/09/2021 0:00,2630557,Western Australia,6,19/09/2021,vaccines_1,1265487
19/09/2021 0:00,2630557,Western Australia,6,19/09/2021,vaccines_2,877203
19/09/2021 0:00,1756494,South Australia,7,19/09/2021,vaccines_1,900826
19/09/2021 0:00,1756494,South Australia,7,19/09/2021,vaccines_2,631878
19/09/2021 0:00,5115451,Queensland,32,19/09/2021,vaccines_1,2458280
19/09/2021 0:00,5115451,Queensland,32,19/09/2021,vaccines_2,1705651
19/09/2021 0:00,428060,Australian Capital Territory,242,19/09/2021,vaccines_1,276455
19/09/2021 0:00,428060,Australian Capital Territory,242,19/09/2021,vaccines_2,192437
19/09/2021 0:00,6629870,Victoria,5259,19/09/2021,vaccines_1,3891942
19/09/2021 0:00,6629870,Victoria,5259,19/09/2021,vaccines_2,2371435
19/09/2021 0:00,8117976,New South Wales,48888,19/09/2021,vaccines_1,5398633
19/09/2021 0:00,8117976,New South Wales,48888,19/09/2021,vaccines_2,3456741
19/09/2021 0:00,25459470,NA,54436,19/09/2021,vaccines_1,14624570
19/09/2021 0:00,25459470,NA,54436,19/09/2021,vaccines_2,9553904
18/09/2021 0:00,245562,Northern Territory,1,18/09/2021,vaccines_1,119138
18/09/2021 0:00,245562,Northern Territory,1,18/09/2021,vaccines_2,90047
18/09/2021 0:00,535500,Tasmania,1,18/09/2021,vaccines_1,311040
18/09/2021 0:00,535500,Tasmania,1,18/09/2021,vaccines_2,225583
18/09/2021 0:00,2630557,Western Australia,5,18/09/2021,vaccines_1,1258912
18/09/2021 0:00,2630557,Western Australia,5,18/09/2021,vaccines_2,868795
18/09/2021 0:00,1756494,South Australia,7,18/09/2021,vaccines_1,895698
18/09/2021 0:00,1756494,South Australia,7,18/09/2021,vaccines_2,627202
18/09/2021 0:00,5115451,Queensland,55,18/09/2021,vaccines_1,2440499
18/09/2021 0:00,5115451,Queensland,55,18/09/2021,vaccines_2,1690411
18/09/2021 0:00,428060,Australian Capital Territory,237,18/09/2021,vaccines_1,273896
18/09/2021 0:00,428060,Australian Capital Territory,237,18/09/2021,vaccines_2,189977
18/09/2021 0:00,6629870,Victoria,4971,18/09/2021,vaccines_1,3850262
18/09/2021 0:00,6629870,Victoria,4971,18/09/2021,vaccines_2,2352188
18/09/2021 0:00,8117976,New South Wales,47834,18/09/2021,vaccines_1,5374576
18/09/2021 0:00,8117976,New South Wales,47834,18/09/2021,vaccines_2,3408100
18/09/2021 0:00,25459470,NA,53111,18/09/2021,vaccines_1,14524021
18/09/2021 0:00,25459470,NA,53111,18/09/2021,vaccines_2,9452303
17/09/2021 0:00,245562,Northern Territory,1,17/09/2021,vaccines_1,118065
17/09/2021 0:00,245562,Northern Territory,1,17/09/2021,vaccines_2,88872
17/09/2021 0:00,535500,Tasmania,1,17/09/2021,vaccines_1,307968
17/09/2021 0:00,535500,Tasmania,1,17/09/2021,vaccines_2,223502
17/09/2021 0:00,2630557,Western Australia,5,17/09/2021,vaccines_1,1249568
17/09/2021 0:00,2630557,Western Australia,5,17/09/2021,vaccines_2,856551
17/09/2021 0:00,1756494,South Australia,8,17/09/2021,vaccines_1,887003
17/09/2021 0:00,1756494,South Australia,8,17/09/2021,vaccines_2,618897
17/09/2021 0:00,5115451,Queensland,54,17/09/2021,vaccines_1,2416197
17/09/2021 0:00,5115451,Queensland,54,17/09/2021,vaccines_2,1667327
17/09/2021 0:00,428060,Australian Capital Territory,241,17/09/2021,vaccines_1,270604
17/09/2021 0:00,428060,Australian Capital Territory,241,17/09/2021,vaccines_2,187269
17/09/2021 0:00,6629870,Victoria,4694,17/09/2021,vaccines_1,3799061
17/09/2021 0:00,6629870,Victoria,4694,17/09/2021,vaccines_2,2322263
17/09/2021 0:00,8117976,New South Wales,46532,17/09/2021,vaccines_1,5332793
17/09/2021 0:00,8117976,New South Wales,46532,17/09/2021,vaccines_2,3320667
17/09/2021 0:00,25459470,NA,51536,17/09/2021,vaccines_1,14381259
17/09/2021 0:00,25459470,NA,51536,17/09/2021,vaccines_2,9285348
16/09/2021 0:00,245562,Northern Territory,1,16/09/2021,vaccines_1,117128
16/09/2021 0:00,245562,Northern Territory,1,16/09/2021,vaccines_2,87846
16/09/2021 0:00,535500,Tasmania,1,16/09/2021,vaccines_1,304304
16/09/2021 0:00,535500,Tasmania,1,16/09/2021,vaccines_2,221428
16/09/2021 0:00,2630557,Western Australia,3,16/09/2021,vaccines_1,1239763
16/09/2021 0:00,2630557,Western Australia,3,16/09/2021,vaccines_2,844041
16/09/2021 0:00,1756494,South Australia,8,16/09/2021,vaccines_1,879084
16/09/2021 0:00,1756494,South Australia,8,16/09/2021,vaccines_2,610643
16/09/2021 0:00,5115451,Queensland,53,16/09/2021,vaccines_1,2392360
16/09/2021 0:00,5115451,Queensland,53,16/09/2021,vaccines_2,1642887
16/09/2021 0:00,428060,Australian Capital Territory,241,16/09/2021,vaccines_1,267580
16/09/2021 0:00,428060,Australian Capital Territory,241,16/09/2021,vaccines_2,184782
16/09/2021 0:00,6629870,Victoria,4367,16/09/2021,vaccines_1,3749369
16/09/2021 0:00,6629870,Victoria,4367,16/09/2021,vaccines_2,2294740
16/09/2021 0:00,8117976,New South Wales,45274,16/09/2021,vaccines_1,5296975
16/09/2021 0:00,8117976,New South Wales,45274,16/09/2021,vaccines_2,3256358
16/09/2021 0:00,25459470,NA,49948,16/09/2021,vaccines_1,14246563
16/09/2021 0:00,25459470,NA,49948,16/09/2021,vaccines_2,9142725
15/09/2021 0:00,245562,Northern Territory,1,15/09/2021,vaccines_1,116261
15/09/2021 0:00,245562,Northern Territory,1,15/09/2021,vaccines_2,86692
15/09/2021 0:00,535500,Tasmania,1,15/09/2021,vaccines_1,301117
15/09/2021 0:00,535500,Tasmania,1,15/09/2021,vaccines_2,219443
15/09/2021 0:00,2630557,Western Australia,3,15/09/2021,vaccines_1,1229295
15/09/2021 0:00,2630557,Western Australia,3,15/09/2021,vaccines_2,832301
15/09/2021 0:00,1756494,South Australia,10,15/09/2021,vaccines_1,870739
15/09/2021 0:00,1756494,South Australia,10,15/09/2021,vaccines_2,601864
15/09/2021 0:00,5115451,Queensland,50,15/09/2021,vaccines_1,2370188
15/09/2021 0:00,5115451,Queensland,50,15/09/2021,vaccines_2,1618252
15/09/2021 0:00,428060,Australian Capital Territory,243,15/09/2021,vaccines_1,264553
15/09/2021 0:00,428060,Australian Capital Territory,243,15/09/2021,vaccines_2,182220
15/09/2021 0:00,6629870,Victoria,4035,15/09/2021,vaccines_1,3703888
15/09/2021 0:00,6629870,Victoria,4035,15/09/2021,vaccines_2,2268094
15/09/2021 0:00,8117976,New South Wales,43952,15/09/2021,vaccines_1,5257327
15/09/2021 0:00,8117976,New South Wales,43952,15/09/2021,vaccines_2,3186444
15/09/2021 0:00,25459470,NA,48295,15/09/2021,vaccines_1,14113368
15/09/2021 0:00,25459470,NA,48295,15/09/2021,vaccines_2,8995310
14/09/2021 0:00,245562,Northern Territory,0,14/09/2021,vaccines_1,115549
14/09/2021 0:00,245562,Northern Territory,0,14/09/2021,vaccines_2,85552
14/09/2021 0:00,535500,Tasmania,1,14/09/2021,vaccines_1,297163
14/09/2021 0:00,535500,Tasmania,1,14/09/2021,vaccines_2,216837
14/09/2021 0:00,2630557,Western Australia,3,14/09/2021,vaccines_1,1218426
14/09/2021 0:00,2630557,Western Australia,3,14/09/2021,vaccines_2,820536
14/09/2021 0:00,1756494,South Australia,10,14/09/2021,vaccines_1,862905
14/09/2021 0:00,1756494,South Australia,10,14/09/2021,vaccines_2,593331
14/09/2021 0:00,5115451,Queensland,49,14/09/2021,vaccines_1,2349235
14/09/2021 0:00,5115451,Queensland,49,14/09/2021,vaccines_2,1594773
14/09/2021 0:00,428060,Australian Capital Territory,252,14/09/2021,vaccines_1,261019
14/09/2021 0:00,428060,Australian Capital Territory,252,14/09/2021,vaccines_2,179214
14/09/2021 0:00,6629870,Victoria,3796,14/09/2021,vaccines_1,3656615
14/09/2021 0:00,6629870,Victoria,3796,14/09/2021,vaccines_2,2240747
14/09/2021 0:00,8117976,New South Wales,42739,14/09/2021,vaccines_1,5217373
14/09/2021 0:00,8117976,New South Wales,42739,14/09/2021,vaccines_2,3121329
14/09/2021 0:00,25459470,NA,46850,14/09/2021,vaccines_1,13978285
14/09/2021 0:00,25459470,NA,46850,14/09/2021,vaccines_2,8852319
13/09/2021 0:00,245562,Northern Territory,0,13/09/2021,vaccines_1,114818
13/09/2021 0:00,245562,Northern Territory,0,13/09/2021,vaccines_2,84451
13/09/2021 0:00,535500,Tasmania,1,13/09/2021,vaccines_1,293333
13/09/2021 0:00,535500,Tasmania,1,13/09/2021,vaccines_2,213771
13/09/2021 0:00,2630557,Western Australia,3,13/09/2021,vaccines_1,1209839
13/09/2021 0:00,2630557,Western Australia,3,13/09/2021,vaccines_2,808688
13/09/2021 0:00,1756494,South Australia,11,13/09/2021,vaccines_1,855168
13/09/2021 0:00,1756494,South Australia,11,13/09/2021,vaccines_2,584790
13/09/2021 0:00,5115451,Queensland,47,13/09/2021,vaccines_1,2331170
13/09/2021 0:00,5115451,Queensland,47,13/09/2021,vaccines_2,1576201
13/09/2021 0:00,428060,Australian Capital Territory,245,13/09/2021,vaccines_1,258506
13/09/2021 0:00,428060,Australian Capital Territory,245,13/09/2021,vaccines_2,176741
13/09/2021 0:00,6629870,Victoria,3504,13/09/2021,vaccines_1,3613603
13/09/2021 0:00,6629870,Victoria,3504,13/09/2021,vaccines_2,2214626
13/09/2021 0:00,8117976,New South Wales,41633,13/09/2021,vaccines_1,5170963
13/09/2021 0:00,8117976,New South Wales,41633,13/09/2021,vaccines_2,3051925
13/09/2021 0:00,25459470,NA,45444,13/09/2021,vaccines_1,13847400
13/09/2021 0:00,25459470,NA,45444,13/09/2021,vaccines_2,8711193
12/09/2021 0:00,245562,Northern Territory,0,12/09/2021,vaccines_1,114482
12/09/2021 0:00,245562,Northern Territory,0,12/09/2021,vaccines_2,84094
12/09/2021 0:00,535500,Tasmania,1,12/09/2021,vaccines_1,293060
12/09/2021 0:00,535500,Tasmania,1,12/09/2021,vaccines_2,213699
12/09/2021 0:00,2630557,Western Australia,3,12/09/2021,vaccines_1,1203072
12/09/2021 0:00,2630557,Western Australia,3,12/09/2021,vaccines_2,802262
12/09/2021 0:00,1756494,South Australia,10,12/09/2021,vaccines_1,850642
12/09/2021 0:00,1756494,South Australia,10,12/09/2021,vaccines_2,581740
12/09/2021 0:00,5115451,Queensland,48,12/09/2021,vaccines_1,2319205
12/09/2021 0:00,5115451,Queensland,48,12/09/2021,vaccines_2,1566297
12/09/2021 0:00,428060,Australian Capital Territory,239,12/09/2021,vaccines_1,255916
12/09/2021 0:00,428060,Australian Capital Territory,239,12/09/2021,vaccines_2,174745
12/09/2021 0:00,6629870,Victoria,3109,12/09/2021,vaccines_1,3580931
12/09/2021 0:00,6629870,Victoria,3109,12/09/2021,vaccines_2,2204358
12/09/2021 0:00,8117976,New South Wales,40402,12/09/2021,vaccines_1,5152670
12/09/2021 0:00,8117976,New South Wales,40402,12/09/2021,vaccines_2,3031072
12/09/2021 0:00,25459470,NA,43812,12/09/2021,vaccines_1,13769978
12/09/2021 0:00,25459470,NA,43812,12/09/2021,vaccines_2,8658267
11/09/2021 0:00,245562,Northern Territory,1,11/09/2021,vaccines_1,114127
11/09/2021 0:00,245562,Northern Territory,1,11/09/2021,vaccines_2,83508
11/09/2021 0:00,535500,Tasmania,1,11/09/2021,vaccines_1,289990
11/09/2021 0:00,535500,Tasmania,1,11/09/2021,vaccines_2,212135
11/09/2021 0:00,2630557,Western Australia,2,11/09/2021,vaccines_1,1195078
11/09/2021 0:00,2630557,Western Australia,2,11/09/2021,vaccines_2,794246
11/09/2021 0:00,1756494,South Australia,8,11/09/2021,vaccines_1,845012
11/09/2021 0:00,1756494,South Australia,8,11/09/2021,vaccines_2,577505
11/09/2021 0:00,5115451,Queensland,47,11/09/2021,vaccines_1,2301878
11/09/2021 0:00,5115451,Queensland,47,11/09/2021,vaccines_2,1549891
11/09/2021 0:00,428060,Australian Capital Territory,249,11/09/2021,vaccines_1,253683
11/09/2021 0:00,428060,Australian Capital Territory,249,11/09/2021,vaccines_2,172327
11/09/2021 0:00,6629870,Victoria,2790,11/09/2021,vaccines_1,3539845
11/09/2021 0:00,6629870,Victoria,2790,11/09/2021,vaccines_2,2187752
11/09/2021 0:00,8117976,New South Wales,39162,11/09/2021,vaccines_1,5124780
11/09/2021 0:00,8117976,New South Wales,39162,11/09/2021,vaccines_2,2992899
11/09/2021 0:00,25459470,NA,42260,11/09/2021,vaccines_1,13664393
11/09/2021 0:00,25459470,NA,42260,11/09/2021,vaccines_2,8570263
10/09/2021 0:00,245562,Northern Territory,1,10/09/2021,vaccines_1,113121
10/09/2021 0:00,245562,Northern Territory,1,10/09/2021,vaccines_2,82186
10/09/2021 0:00,535500,Tasmania,1,10/09/2021,vaccines_1,287547
